Country,Reference area,Frequency of observation,Measure,AGE,Age,SEX,Sex,Unit of measure,Measurement method,Year,Time period,Daily_Smokers_Percentage,Observation value,Observation status,Unit multiplier,Decimals,Cluster
SWE,Sweden,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2014,,12.8,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2015,,11.5,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2016,,8.0,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2017,,8.9,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2018,,8.1,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2019,,6.5,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2020,,6.8,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2021,,6.9,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2023,,4.4,,Normal value,Units,,0
CHE,Switzerland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2012,,20.2,,Normal value,Units,,1
CHE,Switzerland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2017,,17.1,,Normal value,Units,,1
CHE,Switzerland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2022,,13.6,,Normal value,Units,,1
TUR,Türkiye,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2010,,6.1,,Normal value,Units,,1
TUR,Türkiye,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2012,,5.0,,Normal value,Units,,1
TUR,Türkiye,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2014,,5.7,,Normal value,Units,,1
TUR,Türkiye,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2016,,7.8,,Normal value,Units,,1
TUR,Türkiye,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2019,,7.9,,Normal value,Units,,1
TUR,Türkiye,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2022,,9.0,,Normal value,Units,,1
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2010,,23.8,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2011,,24.5,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2012,,22.6,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2013,,20.3,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2014,,20.9,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2015,,22.9,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2016,,16.0,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2017,,15.7,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2018,,18.4,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2019,,15.2,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2020,,14.4,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2021,,12.7,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2022,,11.0,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2023,,9.4,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2010,,12.6,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2011,,11.9,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2012,,10.7,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2013,,11.4,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2014,,10.8,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2015,,7.3,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2016,,8.0,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2017,,6.8,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2018,,5.6,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2019,,4.8,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2020,,4.2,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2021,,2.9,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2022,,2.3,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2023,,1.5,,Normal value,Units,,0
BGR,Bulgaria,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2014,,16.7,,Normal value,Units,,1
BGR,Bulgaria,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2019,,11.6,,Normal value,Units,,1
HRV,Croatia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2014,,17.6,,Normal value,Units,,0
HRV,Croatia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2019,,14.3,,Normal value,Units,,0
ROU,Romania,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2014,,5.4,,Normal value,Units,,0
ROU,Romania,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2019,,5.7,,Normal value,Units,,0
AUS,Australia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2010,,12.6,,Normal value,Units,,2
AUS,Australia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2013,,11.3,,Normal value,Units,,2
AUS,Australia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2016,,9.1,,Normal value,Units,,2
AUS,Australia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2019,,7.5,,Normal value,Units,,2
AUS,Australia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2022,,4.5,,Normal value,Units,,2
AUT,Austria,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2014,,26.8,,Normal value,Units,,0
AUT,Austria,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2019,,19.3,,Normal value,Units,,0
BEL,Belgium,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2013,,17.2,,Normal value,Units,,0
BEL,Belgium,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2018,,11.1,,Normal value,Units,,0
CAN,Canada,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2010,,13.0,,Normal value,Units,,0
CAN,Canada,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2011,,12.1,,Normal value,Units,,0
CAN,Canada,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2012,,12.7,,Normal value,Units,,0
CAN,Canada,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2013,,11.9,,Normal value,Units,,0
CAN,Canada,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2014,,9.9,,Normal value,Units,,0
CAN,Canada,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2016,,7.6,,Normal value,Units,,0
CAN,Canada,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2017,,7.4,,Normal value,Units,,0
CAN,Canada,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2018,,6.3,,Normal value,Units,,0
CAN,Canada,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2019,,4.3,,Normal value,Units,,0
CAN,Canada,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2020,,3.4,,Normal value,Units,,0
CAN,Canada,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2021,,1.8,,Normal value,Units,,0
CAN,Canada,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2022,,2.3,,Normal value,Units,,0
CHL,Chile,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2016,,18.5,,Normal value,Units,,0
CHL,Chile,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2020,,7.7,,Normal value,Units,,0
CRI,Costa Rica,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2010,,12.9,,Normal value,Units,,0
CRI,Costa Rica,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2011,,12.2,,Normal value,Units,,0
CRI,Costa Rica,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2012,,11.4,,Normal value,Units,,0
CRI,Costa Rica,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2013,,10.7,,Normal value,Units,,0
CRI,Costa Rica,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2014,,9.9,,Normal value,Units,,0
CRI,Costa Rica,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2015,,9.2,,Normal value,Units,,0
CRI,Costa Rica,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2022,,3.0,,Normal value,Units,,0
CZE,Czechia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2010,,27.8,,Normal value,Units,,0
CZE,Czechia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2011,,28.2,,Normal value,Units,,0
CZE,Czechia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2012,,33.2,,Normal value,Units,,0
CZE,Czechia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2013,,29.8,,Normal value,Units,,0
CZE,Czechia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2014,,27.0,,Normal value,Units,,0
CZE,Czechia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2015,,24.5,,Normal value,Units,,0
CZE,Czechia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2016,,20.1,,Normal value,Units,,0
CZE,Czechia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2017,,21.0,,Normal value,Units,,0
CZE,Czechia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2018,,18.9,,Normal value,Units,,0
CZE,Czechia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2019,,14.8,,Normal value,Units,,0
CZE,Czechia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2020,,14.2,,Normal value,Units,,0
CZE,Czechia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2021,,14.1,,Normal value,Units,,0
CZE,Czechia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2022,,10.9,,Normal value,Units,,0
CZE,Czechia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2023,,13.4,,Normal value,Units,,0
DNK,Denmark,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2013,,14.0,,Normal value,Units,,2
DNK,Denmark,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2017,,15.6,,Normal value,Units,,2
DNK,Denmark,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2021,,9.2,,Normal value,Units,,2
DNK,Denmark,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2023,,5.5,,Normal value,Units,,2
DNK,Denmark,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2024,,8.0,,Normal value,Units,,2
EST,Estonia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2010,,25.6,,Normal value,Units,,0
EST,Estonia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2012,,21.9,,Normal value,Units,,0
EST,Estonia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2014,,15.3,,Normal value,Units,,0
EST,Estonia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2016,,18.5,,Normal value,Units,,0
EST,Estonia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2018,,13.1,,Normal value,Units,,0
EST,Estonia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2020,,14.3,,Normal value,Units,,0
EST,Estonia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2022,,9.5,,Normal value,Units,,0
EST,Estonia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2024,,4.9,,Normal value,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2010,,17.7,,Normal value,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2011,,13.2,,Normal value,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2012,,14.9,,Normal value,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2013,,10.2,,Normal value,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2014,,13.1,,Normal value,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2019,,7.0,,Normal value,Units,,0
FRA,France,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2010,,33.4,,Normal value,Units,,0
FRA,France,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2012,,27.9,,Normal value,Units,,0
FRA,France,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2014,,37.2,,Normal value,Units,,0
FRA,France,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2016,,36.7,,Normal value,Units,,0
FRA,France,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2017,,32.0,,Normal value,Units,,0
FRA,France,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2018,,31.0,,Normal value,Units,,0
FRA,France,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2019,,31.8,,Normal value,Units,,0
FRA,France,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2020,,31.7,,Normal value,Units,,0
FRA,France,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2021,,28.3,,Normal value,Units,,0
FRA,France,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2023,,23.4,,Normal value,Units,,0
DEU,Germany,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2013,,18.5,,Normal value,Units,,1
DEU,Germany,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2017,,14.2,,Normal value,Units,,1
DEU,Germany,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2021,,9.9,,Normal value,Units,,1
GRC,Greece,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2014,,18.5,,Normal value,Units,,1
GRC,Greece,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2019,,14.4,,Normal value,Units,,1
HUN,Hungary,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2014,,27.2,,Normal value,Units,,1
HUN,Hungary,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2019,,26.3,,Normal value,Units,,1
ISL,Iceland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2010,,10.8,,Normal value,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2011,,9.4,,Normal value,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2012,,13.3,,Normal value,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2013,,7.5,,Normal value,Units,,0
IRL,Ireland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2016,,14.0,,Normal value,Units,,2
IRL,Ireland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2017,,15.0,,Normal value,Units,,2
IRL,Ireland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2018,,15.0,,Normal value,Units,,2
IRL,Ireland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2019,,11.0,,Normal value,Units,,2
IRL,Ireland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2021,,11.0,,Normal value,Units,,2
IRL,Ireland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2022,,10.0,,Normal value,Units,,2
IRL,Ireland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2023,,11.0,,Normal value,Units,,2
IRL,Ireland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2024,,11.0,,Normal value,Units,,2
ITA,Italy,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2010,,21.5,,Normal value,Units,,0
ITA,Italy,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2011,,21.4,,Normal value,Units,,0
ITA,Italy,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2012,,20.7,,Normal value,Units,,0
ITA,Italy,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2013,,20.3,,Normal value,Units,,0
ITA,Italy,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2014,,18.4,,Normal value,Units,,0
ITA,Italy,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2015,,18.4,,Normal value,Units,,0
ITA,Italy,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2016,,18.4,,Normal value,Units,,0
ITA,Italy,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2017,,17.9,,Normal value,Units,,0
ITA,Italy,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2018,,19.7,,Normal value,Units,,0
ITA,Italy,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2019,,17.0,,Normal value,Units,,0
ITA,Italy,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2020,,17.3,,Normal value,Units,,0
ITA,Italy,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2021,,17.1,,Normal value,Units,,0
ITA,Italy,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2022,,16.9,,Normal value,Units,,0
ITA,Italy,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2023,,18.4,,Normal value,Units,,0
KOR,Korea,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2010,,14.0,,Normal value,Units,,0
KOR,Korea,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2011,,18.0,,Normal value,Units,,0
KOR,Korea,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2012,,14.9,,Normal value,Units,,0
KOR,Korea,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2013,,15.2,,Normal value,Units,,0
KOR,Korea,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2014,,12.4,,Normal value,Units,,0
KOR,Korea,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2015,,13.2,,Normal value,Units,,0
KOR,Korea,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2016,,14.5,,Normal value,Units,,0
KOR,Korea,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2017,,14.8,,Normal value,Units,,0
KOR,Korea,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2018,,11.5,,Normal value,Units,,0
KOR,Korea,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2019,,13.1,,Normal value,Units,,0
KOR,Korea,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2020,,11.4,,Normal value,Units,,0
KOR,Korea,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2021,,11.9,,Normal value,Units,,0
KOR,Korea,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2022,,12.0,,Normal value,Units,,0
KOR,Korea,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2023,,11.9,,Normal value,Units,,0
LVA,Latvia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2014,,20.3,,Normal value,Units,,0
LVA,Latvia,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2019,,16.6,,Normal value,Units,,0
LTU,Lithuania,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2014,,13.7,,Normal value,Units,,0
